AP,delta_50,delta_60,delta_70,delta_80,delta_90,delta_95
247,-0.23000000000000398,-0.16999999999999815,0.03900000000000503,-0.06800000000000139,0.25300000000000367,0.6784999999999997
248,-0.0799999999999983,-0.0639999999999965,0.02899999999999281,0.06800000000000495,0.2170000000000023,1.2034999999999947
249,-0.05000000000000071,0.19000000000000128,0.11199999999999832,0.0800000000000054,-0.30400000000000915,-1.1969999999999956
250,-0.24999999999999645,-0.02600000000001046,0.21499999999999986,0.2619999999999969,0.6270000000000024,-0.39399999999999125
251,0.09999999999999076,0.044000000000004036,-0.03300000000000125,-0.021999999999998465,0.07500000000000284,-3.5649999999999693
252,0.0850000000000044,0.15399999999999991,0.12099999999999866,0.06599999999999184,-0.30199999999998894,-3.6840000000000117
253,0.15500000000000114,0.036000000000001364,-0.12900000000000134,-0.024000000000004462,-0.117999999999995,-1.124000000000013
254,-0.05000000000000426,-0.007999999999995566,-0.021999999999998465,0.08999999999999986,-0.6929999999999907,-2.1954999999999814
255,-0.355000000000004,0.02400000000000091,0.11299999999999599,0.03800000000000381,0.2890000000000015,0.07950000000000301
256,-0.34499999999999886,-0.0899999999999963,0.07800000000000651,0.11600000000000321,-0.1889999999999894,-12.543499999999796
257,0.10500000000000043,0.06199999999999761,-0.05299999999999372,0.13599999999999923,0.4059999999999988,-12.565999999999985
258,0.11499999999999844,0.14000000000000412,0.35699999999999577,0.5600000000000058,0.6709999999999994,0.6065000000000182
259,0.3999999999999986,0.35999999999999943,0.4540000000000006,0.6219999999999999,1.0960000000000072,-5.0645000000000024
260,0.32000000000000384,0.3379999999999974,0.3240000000000052,0.3640000000000043,0.6290000000000049,-2.387000000000004
261,0.33999999999999986,0.43000000000000327,0.48499999999999943,0.3080000000000105,-0.026999999999993918,-5.829000000000018
262,0.19000000000000128,0.4020000000000046,0.5459999999999958,0.4800000000000004,0.13799999999999812,-1.496999999999975
263,0.3150000000000013,0.19000000000000128,0.2700000000000031,0.46999999999999176,0.8319999999999936,0.3290000000000006
264,-0.024999999999995026,0.1319999999999908,0.050000000000007816,-0.03399999999999537,0.06400000000000006,-1.1749999999999972
265,0.06500000000000128,0.20399999999999707,0.19200000000000728,0.6900000000000048,0.808999999999994,1.1479999999999997
266,0.09999999999999787,0.1819999999999986,0.29400000000000404,0.3660000000000032,0.4849999999999959,-0.017000000000003013
267,0.2999999999999936,0.48800000000000665,0.4540000000000042,0.4279999999999937,0.5779999999999994,-2.158999999999974
268,0.08000000000000185,0.03399999999999892,0.3240000000000016,0.4200000000000017,0.19699999999999918,0.3289999999999935
269,0.06500000000000483,-0.09400000000000475,0.07800000000000296,0.23000000000000753,0.48299999999999343,0.06300000000000239
270,0.23000000000000043,0.18799999999999173,0.014000000000006452,-0.08199999999999363,-0.005000000000006111,-1.87899999999998
271,-0.05000000000000071,0.10199999999999676,0.11800000000000566,-0.002000000000005997,0.5,0.5720000000000098
272,-0.07000000000000028,0.004000000000001336,0.07099999999999795,0.2759999999999998,0.2879999999999967,0.8344999999999914
273,0.42000000000000526,0.39200000000000657,0.3680000000000021,0.20599999999999952,0.2359999999999971,-2.8275000000000006
274,0.10999999999999588,0.1739999999999995,0.18900000000000006,0.1339999999999968,-0.14099999999999824,-0.29700000000000415
275,-0.03499999999999659,-0.10599999999999454,0.1999999999999993,0.2840000000000025,0.6450000000000102,0.9100000000000072
276,0.26000000000000156,0.30999999999999517,0.4800000000000111,0.38199999999999434,0.8769999999999953,-0.39400000000000546
277,0.07499999999999929,0.28000000000000114,0.3420000000000023,0.39800000000000324,0.5630000000000024,-0.42649999999999366
278,0.039999999999995595,0.21999999999999886,0.1480000000000068,0.4059999999999988,1.3449999999999953,2.6804999999999986
279,0.4449999999999896,0.28600000000000136,0.46700000000000585,0.40000000000000213,0.5630000000000024,1.0239999999999974
280,0.2699999999999996,0.42799999999999727,0.23600000000000776,0.28800000000000026,0.48300000000000054,0.5079999999999991
281,0.5599999999999952,0.4960000000000022,0.5360000000000049,0.4700000000000024,0.40400000000000347,1.2340000000000053
282,0.23000000000000043,0.2220000000000013,0.352999999999998,0.3880000000000017,0.3500000000000014,0.10700000000000642
283,0.019999999999999574,-0.011999999999996902,0.2600000000000051,0.7140000000000022,0.5560000000000009,1.2469999999999999
284,0.05999999999999872,0.17600000000000549,0.14500000000000668,-0.06400000000000006,0.17700000000001026,-0.21449999999999037
285,0.18999999999999773,0.14600000000000435,0.379999999999999,0.2860000000000049,-0.13900000000000645,-2.8350000000000044
286,0.22000000000000242,0.18799999999999883,0.15600000000000946,0.4319999999999915,0.3549999999999969,0.1720000000000148
287,0.379999999999999,0.2640000000000029,0.2960000000000029,0.31200000000000827,0.6839999999999975,0.9809999999999981
